user_id,course_id,progress,rating,enrollment_date
98,1,100,1.0,2025-10-16
5,15,81,5.0,2025-10-30
18,14,36,2.0,2024-11-20
74,50,11,,2025-09-16
78,61,0,,2025-03-14
56,104,46,4.0,2025-09-12
89,111,12,,2025-10-27
62,49,15,,2025-09-30
17,86,49,3.0,2024-12-08
7,69,7,,2024-12-24
64,142,57,4.0,2024-11-27
82,57,69,1.0,2025-04-04
34,126,73,4.0,2025-07-24
30,45,58,4.0,2024-11-13
17,40,69,1.0,2024-12-26
36,102,4,,2025-08-02
27,49,94,4.0,2024-12-13
51,16,92,5.0,2024-11-25
88,72,49,4.0,2025-04-20
25,41,77,4.0,2025-08-31
13,38,60,1.0,2025-10-21
31,120,35,5.0,2024-12-01
22,52,66,5.0,2025-04-12
43,42,88,2.0,2025-05-22
25,139,4,,2025-02-28
2,27,13,,2025-05-08
85,9,53,3.0,2025-05-05
83,140,64,1.0,2025-07-02
9,117,70,5.0,2025-04-19
79,31,57,5.0,2024-11-12
67,27,14,,2025-10-26
52,12,70,3.0,2024-11-14
90,85,13,,2025-04-14
65,52,93,5.0,2025-08-25
16,40,50,4.0,2025-09-26
40,110,48,1.0,2025-09-11
66,93,70,2.0,2025-04-27
68,4,7,,2025-01-14
74,119,81,1.0,2025-04-22
2,37,74,4.0,2025-04-06
9,15,46,4.0,2025-07-24
39,114,44,3.0,2025-08-15
3,147,28,1.0,2024-11-11
17,97,35,1.0,2025-05-24
51,7,80,4.0,2025-06-22
100,7,90,5.0,2025-03-03
98,3,65,4.0,2024-12-20
22,5,78,3.0,2025-08-04
73,10,5,,2025-04-12
35,1,35,5.0,2025-02-01
21,27,86,3.0,2025-06-24
63,42,72,4.0,2025-02-27
71,64,82,2.0,2024-11-29
19,119,53,5.0,2024-11-27
98,73,3,,2025-01-10
29,59,6,,2025-06-10
90,133,77,3.0,2025-10-19
43,137,49,4.0,2025-10-09
27,87,6,,2025-08-21
76,132,26,2.0,2025-10-21
91,131,23,3.0,2024-11-06
56,26,77,3.0,2025-07-29
48,76,46,2.0,2025-01-26
49,7,35,2.0,2025-07-14
68,142,76,3.0,2025-07-30
63,2,85,1.0,2025-02-03
16,1,46,5.0,2024-11-03
37,12,94,4.0,2025-05-26
96,138,75,4.0,2024-12-12
76,144,81,1.0,2025-10-18
35,137,16,,2025-04-30
26,75,30,2.0,2025-10-22
100,97,43,3.0,2025-08-09
97,109,68,5.0,2025-09-22
72,36,63,2.0,2025-06-16
80,105,90,3.0,2025-07-14
3,104,47,2.0,2025-07-02
66,98,55,4.0,2025-10-15
72,52,46,3.0,2025-03-17
68,41,8,,2025-10-14
3,69,52,1.0,2025-07-25
4,81,47,2.0,2025-05-05
51,92,59,4.0,2025-09-08
81,116,67,1.0,2025-08-12
69,80,66,4.0,2025-09-15
33,46,56,5.0,2024-11-11
25,98,33,5.0,2025-01-02
91,75,58,2.0,2024-12-07
46,40,75,4.0,2024-12-17
19,52,98,1.0,2025-08-13
41,149,67,5.0,2024-11-10
99,150,49,4.0,2025-07-01
75,83,25,3.0,2025-05-08
55,102,33,2.0,2025-03-05
10,70,13,,2025-08-13
75,41,96,5.0,2025-06-10
49,118,12,,2025-07-20
23,149,37,3.0,2025-04-23
93,31,8,,2025-09-07
71,93,53,2.0,2025-09-08
23,17,11,,2024-11-26
73,50,52,1.0,2024-11-04
61,64,99,1.0,2024-12-03
77,91,94,1.0,2025-04-10
85,65,90,3.0,2025-03-01
83,23,28,2.0,2025-06-21
36,99,72,3.0,2024-11-17
94,82,69,3.0,2025-08-12
60,122,30,4.0,2025-05-10
53,83,59,5.0,2025-08-03
29,122,0,,2024-11-09
30,17,41,2.0,2025-05-17
62,75,1,,2025-09-13
87,91,35,5.0,2025-06-16
2,25,52,3.0,2025-06-17
85,65,0,,2025-03-03
68,44,50,1.0,2025-02-10
33,12,7,,2025-02-13
34,105,97,1.0,2025-07-07
99,129,43,2.0,2025-07-11
50,46,62,1.0,2025-08-20
94,111,26,5.0,2025-10-01
93,147,75,2.0,2024-11-12
40,113,100,1.0,2025-08-22
8,89,83,2.0,2025-06-08
86,85,21,1.0,2025-10-21
13,101,20,,2025-01-18
13,58,85,3.0,2025-05-16
61,117,39,4.0,2025-03-01
45,8,79,1.0,2025-05-28
69,138,89,2.0,2024-11-23
73,77,100,1.0,2025-06-14
33,93,2,,2025-05-09
79,23,68,3.0,2025-03-18
52,116,58,2.0,2025-07-21
42,148,20,,2025-08-06
46,91,8,,2025-06-30
32,49,31,5.0,2025-05-21
13,129,23,1.0,2025-10-01
62,125,37,1.0,2024-11-18
60,21,17,,2025-09-29
96,114,89,3.0,2025-03-17
90,46,35,5.0,2025-06-05
32,25,78,5.0,2025-02-01
40,109,64,5.0,2025-03-05
7,28,10,,2024-12-25
20,27,11,,2025-04-03
5,89,11,,2025-09-15
79,1,90,2.0,2024-11-30
86,112,45,2.0,2025-03-18
83,104,40,2.0,2024-12-05
38,88,22,1.0,2024-11-29
97,130,12,,2025-03-01
100,12,31,5.0,2025-08-03
42,83,38,1.0,2025-10-08
28,47,18,,2025-03-28
55,44,39,4.0,2024-12-24
60,135,12,,2025-05-15
80,106,94,5.0,2025-01-08
78,55,53,3.0,2024-12-31
31,5,51,5.0,2025-08-28
12,23,36,1.0,2025-04-26
61,29,16,,2025-10-06
39,136,87,1.0,2025-04-30
41,116,44,1.0,2024-12-07
65,80,85,5.0,2025-10-08
71,15,13,,2025-01-24
64,9,55,5.0,2025-08-26
85,20,53,4.0,2025-05-12
81,108,59,1.0,2024-12-19
21,85,3,,2025-08-29
68,124,5,,2024-12-19
30,41,23,4.0,2025-06-21
20,63,22,3.0,2025-06-07
33,89,5,,2025-10-30
52,8,67,4.0,2025-01-18
88,94,16,,2025-01-25
26,98,48,4.0,2025-05-21
17,59,48,2.0,2025-09-10
87,81,81,4.0,2025-04-09
100,49,30,3.0,2025-09-12
52,128,48,1.0,2024-12-25
4,56,6,,2025-01-16
29,47,8,,2025-03-27
25,94,15,,2025-05-16
47,78,29,3.0,2025-03-04
50,136,37,4.0,2025-09-26
22,106,20,,2025-10-04
91,56,33,2.0,2024-12-09
68,59,77,1.0,2025-10-20
77,20,26,4.0,2025-10-24
27,72,24,2.0,2025-10-17
91,3,37,2.0,2025-06-12
37,141,14,,2025-09-10
22,114,95,3.0,2025-08-14
92,92,0,,2025-06-30
73,71,19,,2025-06-20
91,78,99,3.0,2024-12-10
90,42,32,4.0,2025-08-08
24,40,97,4.0,2025-03-05
10,52,36,4.0,2025-08-19
82,147,33,5.0,2025-09-14
77,52,11,,2025-09-08
21,84,63,2.0,2024-12-04
70,82,92,2.0,2025-04-02
95,3,51,1.0,2025-04-27
33,94,87,5.0,2025-08-04
6,143,13,,2025-10-31
66,124,73,4.0,2025-09-15
46,67,77,1.0,2025-03-15
43,34,0,,2025-03-22
52,96,16,,2025-02-13
54,71,77,3.0,2024-12-22
31,24,35,1.0,2024-11-25
88,28,37,5.0,2025-08-28
97,68,44,3.0,2025-07-29
82,2,51,3.0,2025-09-24
43,34,14,,2025-06-20
53,64,67,2.0,2025-07-15
7,117,52,2.0,2025-09-20
74,31,18,,2024-12-14
58,107,36,1.0,2025-02-19
1,104,36,2.0,2025-03-10
70,91,38,2.0,2025-04-14
94,62,18,,2024-11-30
1,123,23,3.0,2025-08-06
17,20,45,5.0,2025-08-09
73,141,9,,2025-04-14
44,114,23,5.0,2024-11-23
77,138,70,4.0,2025-05-22
51,108,20,,2024-12-29
93,130,93,5.0,2025-10-21
8,34,67,3.0,2025-06-26
6,44,26,3.0,2025-07-18
36,105,15,,2025-03-24
53,103,45,2.0,2025-08-24
33,59,54,3.0,2025-11-01
8,92,21,5.0,2025-03-11
71,149,24,2.0,2025-08-23
34,29,9,,2025-02-26
78,72,55,2.0,2025-08-25
11,121,32,1.0,2025-01-09
98,144,74,5.0,2025-06-03
59,8,97,4.0,2024-12-18
71,113,49,3.0,2024-12-17
63,38,5,,2024-12-23
71,93,98,3.0,2025-06-27
5,39,20,,2024-12-31
62,102,37,4.0,2025-06-10
82,92,68,3.0,2024-12-25
24,54,11,,2025-07-05
7,46,87,5.0,2025-01-28
64,135,27,1.0,2025-04-08
74,73,68,1.0,2024-11-03
46,134,15,,2025-01-23
47,66,82,3.0,2025-06-11
47,6,76,4.0,2025-04-23
49,24,53,4.0,2025-08-15
98,82,11,,2024-12-07
75,26,86,5.0,2025-05-04
100,146,69,4.0,2025-09-13
26,82,63,3.0,2024-12-12
9,14,21,5.0,2024-11-06
29,55,55,5.0,2025-03-18
16,86,99,2.0,2025-07-01
76,24,75,3.0,2024-12-09
54,1,75,5.0,2025-04-15
35,77,23,1.0,2025-05-05
83,15,70,2.0,2025-07-11
91,23,98,1.0,2025-10-31
13,95,70,1.0,2025-05-06
27,128,29,5.0,2025-01-23
39,114,20,,2025-07-18
68,105,54,2.0,2025-02-17
33,34,65,5.0,2025-03-03
16,103,79,5.0,2025-07-15
71,120,14,,2025-10-09
35,31,60,5.0,2025-09-10
18,19,58,1.0,2025-01-26
5,41,4,,2025-01-25
11,97,33,5.0,2025-06-27
67,3,64,5.0,2025-06-13
21,66,5,,2025-08-20
24,36,9,,2025-01-24
38,24,82,2.0,2024-12-21
35,113,53,1.0,2025-05-27
38,3,88,4.0,2025-05-06
37,7,80,5.0,2025-08-05
72,32,28,1.0,2025-10-25
31,106,34,5.0,2025-04-19
94,16,8,,2025-06-13
43,35,1,,2025-10-19
30,150,8,,2025-03-04
93,14,57,2.0,2025-06-28
64,112,0,,2025-03-05
17,89,92,2.0,2024-12-12
57,67,26,3.0,2025-05-09
5,82,30,5.0,2024-11-17
54,113,50,1.0,2025-06-12
57,136,53,4.0,2025-01-09
84,61,20,,2024-11-23
88,122,83,4.0,2025-08-21
78,147,20,,2025-01-14
36,94,77,5.0,2025-08-25
73,63,40,5.0,2025-02-18
31,35,15,,2025-02-12
21,57,12,,2025-02-09
6,65,16,,2025-07-20
4,11,87,4.0,2025-04-19
22,51,93,5.0,2025-04-17
28,48,22,2.0,2024-12-21
36,122,24,4.0,2025-01-25
80,112,22,2.0,2025-07-03
68,120,75,5.0,2025-10-10
54,132,85,1.0,2024-11-03
45,104,21,1.0,2025-01-01
46,57,38,4.0,2025-05-17
30,39,84,4.0,2025-08-16
21,96,95,2.0,2025-09-05
75,52,59,4.0,2025-01-27
47,46,27,2.0,2025-05-10
88,14,31,2.0,2025-01-22
33,35,29,1.0,2025-01-20
90,72,88,5.0,2025-05-05
91,146,36,2.0,2025-10-17
42,96,6,,2025-10-03
45,50,48,3.0,2025-06-06
36,137,60,3.0,2025-03-22
39,22,77,1.0,2025-10-07
4,86,85,3.0,2024-12-04
44,61,91,4.0,2025-03-13
61,11,1,,2025-09-23
91,40,66,2.0,2025-04-02
44,4,90,4.0,2024-11-17
66,47,94,4.0,2024-12-31
61,21,28,2.0,2025-01-16
87,125,100,1.0,2025-02-10
11,75,68,2.0,2025-01-05
78,35,58,3.0,2025-08-16
9,117,7,,2025-09-01
48,89,12,,2025-06-02
89,129,33,2.0,2025-01-12
54,115,58,4.0,2025-08-23
19,91,98,3.0,2025-05-15
38,49,3,,2025-03-21
73,105,6,,2025-02-27
42,4,24,3.0,2025-03-21
75,79,88,2.0,2025-02-17
34,120,84,1.0,2025-01-11
71,111,58,5.0,2024-12-31
9,135,74,2.0,2024-11-17
18,142,38,5.0,2024-12-28
57,62,3,,2025-05-02
15,92,22,5.0,2025-02-12
1,68,73,1.0,2025-08-13
16,91,59,5.0,2025-09-24
32,13,63,2.0,2025-07-07
52,35,13,,2024-12-30
98,82,12,,2025-05-19
100,144,93,3.0,2025-08-03
69,117,27,3.0,2025-05-07
59,94,93,3.0,2025-06-25
14,117,1,,2025-02-20
67,13,83,2.0,2025-01-24
50,28,57,1.0,2024-11-05
22,14,61,4.0,2025-02-17
14,58,59,3.0,2025-10-15
60,49,7,,2024-11-05
41,93,73,2.0,2025-04-23
40,132,30,1.0,2025-04-24
42,49,83,2.0,2025-07-22
63,10,5,,2024-11-06
25,55,59,2.0,2025-04-13
52,103,63,4.0,2025-07-26
26,48,14,,2024-11-11
45,101,20,,2025-01-25
55,97,18,,2024-12-06
33,114,44,2.0,2025-04-25
19,33,11,,2024-11-23
28,75,99,4.0,2025-07-11
13,100,59,4.0,2025-08-31
22,119,7,,2025-08-04
93,106,41,3.0,2025-09-10
2,127,60,2.0,2025-10-04
7,97,98,2.0,2024-11-21
95,109,35,1.0,2025-08-15
21,68,5,,2025-04-28
65,61,42,2.0,2025-02-15
93,72,26,1.0,2025-09-17
79,5,58,4.0,2024-12-24
84,46,50,3.0,2025-03-08
93,120,71,3.0,2025-10-31
54,3,81,5.0,2024-11-25
11,71,88,3.0,2025-01-12
71,84,84,3.0,2024-12-21
73,115,77,3.0,2025-01-14
49,85,48,3.0,2025-06-04
63,86,72,3.0,2025-06-28
97,43,27,3.0,2025-01-08
83,106,33,4.0,2025-02-19
63,137,17,,2025-04-17
32,67,36,4.0,2024-12-16
27,86,13,,2025-03-05
76,132,34,3.0,2025-02-22
91,23,88,5.0,2025-08-24
19,119,63,2.0,2025-03-12
80,70,58,3.0,2025-09-04
98,29,4,,2025-07-11
2,44,89,1.0,2024-11-06
7,124,60,1.0,2025-03-28
6,67,41,5.0,2025-06-07
45,34,89,2.0,2025-08-16
34,146,85,3.0,2025-10-20
22,16,96,3.0,2024-12-06
15,57,6,,2025-05-18
47,114,63,3.0,2025-07-15
67,35,34,5.0,2025-02-12
10,72,70,5.0,2025-02-08
58,90,22,2.0,2025-05-23
19,62,70,5.0,2025-09-25
8,45,18,,2024-11-19
34,139,78,4.0,2025-04-18
8,140,66,2.0,2025-08-15
22,136,68,2.0,2025-03-12
29,1,98,1.0,2025-06-18
90,112,70,2.0,2025-03-22
75,41,85,3.0,2025-01-09
97,69,72,4.0,2025-03-25
72,122,90,2.0,2025-10-22
79,10,76,2.0,2024-12-08
56,54,36,1.0,2025-03-16
65,13,58,2.0,2025-03-11
71,6,88,5.0,2025-10-30
81,112,17,,2024-11-16
79,3,78,3.0,2025-05-10
13,82,62,1.0,2025-07-11
91,53,24,2.0,2025-05-27
78,125,86,2.0,2024-11-21
61,78,91,1.0,2025-01-17
43,43,26,4.0,2025-09-21
70,35,27,2.0,2025-10-03
35,35,50,1.0,2025-01-08
25,46,19,,2025-09-26
21,140,57,1.0,2025-06-03
9,31,84,1.0,2025-07-07
16,133,55,5.0,2025-08-17
62,73,71,4.0,2025-05-14
56,79,77,1.0,2025-03-12
46,44,17,,2025-01-24
84,110,10,,2024-12-27
79,138,42,5.0,2025-01-16
57,137,14,,2025-04-25
9,66,4,,2025-02-26
82,114,32,1.0,2025-04-19
67,128,36,1.0,2025-03-23
10,10,68,2.0,2025-04-29
60,65,88,1.0,2025-08-19
52,30,56,2.0,2025-06-18
33,12,28,1.0,2024-11-05
11,34,10,,2025-05-08
32,85,78,3.0,2025-01-23
60,66,94,1.0,2025-02-14
22,137,43,4.0,2025-04-12
19,19,45,1.0,2025-01-10
23,101,60,1.0,2025-10-19
100,73,39,5.0,2025-05-10
74,75,20,,2025-07-30
22,88,59,2.0,2025-07-16
100,34,94,5.0,2025-11-02
56,138,10,,2024-12-11
4,134,38,3.0,2025-07-23
98,133,31,4.0,2025-08-09
32,123,91,2.0,2025-07-10
94,32,63,3.0,2025-06-12
65,92,9,,2025-01-01
49,65,13,,2025-09-08
87,85,18,,2025-08-30
49,56,50,4.0,2025-09-12
29,140,43,1.0,2025-05-13
95,118,37,2.0,2025-02-18
46,64,77,5.0,2025-05-13
54,113,47,4.0,2025-09-03
22,73,94,1.0,2025-03-28
27,95,62,2.0,2025-10-20
39,29,0,,2025-01-10
33,79,56,4.0,2025-07-14
70,42,25,5.0,2024-11-09
83,135,94,5.0,2025-04-15
2,23,78,2.0,2025-05-24
21,89,24,5.0,2024-11-09
73,88,52,2.0,2025-07-20
76,101,100,1.0,2024-12-23
16,69,19,,2025-07-05
32,47,29,4.0,2024-12-04
22,20,44,5.0,2025-09-12
50,105,76,4.0,2025-08-12
89,3,67,1.0,2025-08-31
91,63,42,4.0,2025-09-02
100,5,28,4.0,2025-10-20
86,26,17,,2025-07-28
69,112,70,5.0,2025-09-05
90,110,57,2.0,2025-07-03
99,21,5,,2025-07-06
72,85,34,2.0,2025-08-02
42,8,91,2.0,2025-09-03
2,88,58,5.0,2025-07-17
79,91,55,1.0,2024-12-04
82,116,86,1.0,2025-05-26
21,61,39,1.0,2025-01-28
86,98,27,5.0,2024-12-11
82,30,20,,2024-11-07
50,89,3,,2025-02-06
4,118,25,3.0,2025-06-08
43,125,12,,2025-02-15
11,6,83,3.0,2025-10-21
17,121,39,4.0,2024-12-23
54,136,31,2.0,2025-09-23
22,33,95,5.0,2025-07-03
18,115,47,2.0,2025-10-25
82,2,31,2.0,2024-12-27
8,10,64,2.0,2025-03-10
31,76,62,5.0,2025-08-26
21,1,7,,2025-05-28
31,141,100,1.0,2024-12-22
94,29,94,4.0,2025-05-18
70,130,66,5.0,2025-04-05
79,27,11,,2025-08-26
67,27,37,1.0,2025-02-22
14,14,24,5.0,2025-08-03
6,149,50,2.0,2025-10-01
34,121,41,4.0,2025-01-11
82,14,66,5.0,2025-08-25
93,79,12,,2025-01-02
23,4,51,4.0,2025-09-30
94,127,8,,2025-07-03
49,33,8,,2025-05-11
80,44,39,3.0,2025-02-05
86,116,81,4.0,2025-03-21
52,88,82,5.0,2025-07-27
42,1,3,,2025-06-14
50,108,93,3.0,2025-02-24
11,124,7,,2025-09-04
40,91,60,4.0,2025-07-05
97,70,39,3.0,2025-03-25
87,2,64,3.0,2025-02-08
83,145,65,4.0,2025-09-29
41,118,16,,2024-12-26
34,115,96,1.0,2025-01-09
74,69,20,,2025-05-28
72,84,38,5.0,2024-12-20
74,38,75,2.0,2025-03-02
77,66,54,2.0,2024-11-12
98,82,70,4.0,2024-12-22
76,98,56,5.0,2025-05-08
88,128,51,1.0,2025-01-16
100,23,84,5.0,2025-06-06
9,27,87,4.0,2025-04-10
15,105,58,2.0,2025-03-20
29,17,13,,2025-10-03
32,110,16,,2025-09-02
62,57,26,3.0,2025-02-24
13,23,39,1.0,2025-02-23
41,62,14,,2025-09-19
8,24,82,5.0,2025-06-07
25,124,48,1.0,2025-03-20
31,16,27,1.0,2025-01-06
72,73,22,4.0,2024-12-12
40,83,48,4.0,2025-10-11
68,101,38,3.0,2025-02-15
86,138,30,3.0,2025-01-30
95,133,64,2.0,2025-02-03
57,117,6,,2025-10-17
98,54,99,3.0,2025-01-19
8,35,33,5.0,2024-12-28
19,107,78,2.0,2025-06-01
17,9,65,1.0,2025-04-07
70,29,2,,2025-07-28
14,36,88,3.0,2025-06-01
24,49,79,3.0,2025-04-14
61,21,92,2.0,2025-08-17
65,32,25,4.0,2025-01-19
20,54,28,1.0,2025-07-04
17,37,70,2.0,2025-02-03
62,14,94,1.0,2025-04-30
60,98,27,2.0,2024-12-04
82,94,73,4.0,2025-06-21
100,11,41,2.0,2025-07-22
55,22,75,4.0,2025-05-14
88,61,98,5.0,2025-08-22
69,55,77,2.0,2025-01-26
53,51,5,,2025-03-02
98,33,49,1.0,2025-04-06
89,149,82,1.0,2025-03-30
12,66,74,5.0,2024-11-05
22,38,29,2.0,2025-01-02
68,87,36,1.0,2025-01-06
75,15,48,4.0,2025-01-21
87,112,34,5.0,2025-07-26
8,110,44,2.0,2025-09-01
66,125,91,3.0,2024-11-27
33,147,54,2.0,2025-04-12
97,21,81,3.0,2025-01-14
33,140,3,,2025-01-24
63,147,88,2.0,2025-08-20
45,136,72,5.0,2025-06-22
41,5,40,2.0,2025-02-28
80,103,13,,2025-01-21
100,26,94,5.0,2025-07-30
45,88,27,2.0,2025-05-17
44,88,65,4.0,2025-05-02
85,144,27,5.0,2025-07-30
75,88,86,4.0,2025-10-07
80,15,41,5.0,2025-05-04
34,103,47,5.0,2025-04-28
39,19,47,2.0,2025-08-14
95,41,78,3.0,2025-09-03
65,128,69,3.0,2025-01-20
40,143,99,5.0,2025-05-28
100,143,71,5.0,2025-02-16
33,125,57,5.0,2025-01-13
31,6,8,,2025-10-28
66,41,38,3.0,2025-03-11
48,104,1,,2025-09-12
26,24,41,4.0,2025-06-30
77,34,24,5.0,2025-01-16
47,32,34,1.0,2025-04-22
88,104,12,,2025-06-11
28,49,52,2.0,2025-03-21
70,65,92,5.0,2024-11-23
57,8,70,4.0,2025-07-13
53,149,78,3.0,2025-01-03
86,89,25,3.0,2025-09-25
99,106,41,5.0,2025-09-19
51,59,33,4.0,2025-09-03
18,54,96,3.0,2024-11-04
34,109,22,2.0,2025-07-10
88,6,62,1.0,2025-03-02
32,122,97,2.0,2025-01-10
6,7,20,,2025-10-17
50,141,57,3.0,2025-02-24
22,22,9,,2025-02-07
39,69,93,2.0,2025-08-30
19,103,4,,2025-06-08
2,110,88,3.0,2024-12-17
85,126,51,2.0,2025-03-31
92,22,4,,2024-12-31
23,43,60,3.0,2025-10-02
17,126,11,,2025-01-05
28,145,72,3.0,2024-12-05
16,79,78,5.0,2024-11-11
95,65,100,2.0,2025-03-07
25,38,41,2.0,2025-06-01
60,26,64,3.0,2024-12-28
34,65,64,4.0,2025-10-16
71,143,63,1.0,2025-01-25
69,23,28,2.0,2025-06-23
76,67,91,3.0,2025-03-12
89,59,79,1.0,2024-11-20
70,138,8,,2025-05-18
25,12,2,,2025-04-29
31,109,34,2.0,2025-06-18
91,2,45,3.0,2025-09-05
19,91,70,2.0,2025-04-05
39,26,77,2.0,2024-11-30
37,144,91,2.0,2024-12-22
19,104,53,2.0,2025-01-03
83,135,85,2.0,2025-06-14
19,55,17,,2025-07-24
16,61,45,2.0,2025-03-27
68,32,79,4.0,2025-08-12
98,74,95,5.0,2024-11-15
12,16,22,1.0,2025-09-05
65,110,25,4.0,2025-07-06
47,131,21,2.0,2025-10-18
50,111,14,,2025-06-07
41,9,97,3.0,2025-02-02
42,84,64,1.0,2025-02-27
80,121,59,5.0,2025-04-12
79,92,48,5.0,2024-12-17
39,26,39,2.0,2025-06-27
41,41,70,3.0,2025-10-30
100,41,13,,2025-06-04
99,120,26,1.0,2025-10-04
74,98,32,5.0,2025-04-16
29,96,81,5.0,2025-08-24
20,93,43,5.0,2024-12-25
29,141,80,4.0,2025-06-03
19,6,48,2.0,2025-01-07
25,31,40,5.0,2025-02-21
10,78,32,1.0,2025-04-26
38,123,12,,2025-02-18
98,12,55,1.0,2025-08-06
72,43,17,,2024-12-05
61,123,51,5.0,2024-11-19
