user_id,product_id,rating,timestamp
432,148,5,2025-02-18 02:52:18.594032
656,221,5,2025-09-22 02:52:18.594032
834,63,3,2025-10-27 02:52:18.595416
515,293,1,2025-09-04 02:52:18.595416
684,207,1,2024-11-08 02:52:18.595416
290,73,1,2024-12-09 02:52:18.595416
203,184,5,2024-12-25 02:52:18.595416
497,79,2,2025-01-04 02:52:18.595416
721,251,5,2025-05-30 02:52:18.595416
349,233,2,2025-08-10 02:52:18.595416
145,48,3,2025-02-05 02:52:18.595416
316,218,4,2025-08-20 02:52:18.595416
436,262,4,2025-04-30 02:52:18.595416
256,165,3,2025-02-03 02:52:18.595416
462,121,3,2025-01-22 02:52:18.595416
200,241,1,2024-12-22 02:52:18.595416
180,245,4,2024-12-13 02:52:18.595416
503,85,4,2025-09-26 02:52:18.595416
950,152,5,2025-04-04 02:52:18.595416
216,143,3,2025-10-07 02:52:18.595416
204,251,1,2025-05-05 02:52:18.595416
201,295,2,2025-03-03 02:52:18.595416
940,72,3,2025-02-21 02:52:18.595416
398,249,5,2024-12-18 02:52:18.595416
940,91,1,2024-12-08 02:52:18.595416
802,49,3,2025-07-20 02:52:18.595416
295,86,4,2024-12-07 02:52:18.595416
357,254,3,2025-05-09 02:52:18.595416
589,2,3,2025-02-20 02:52:18.595416
920,16,5,2025-07-22 02:52:18.595416
989,7,4,2024-11-04 02:52:18.595416
790,221,4,2025-08-11 02:52:18.595416
919,246,3,2025-07-08 02:52:18.595416
967,65,2,2025-01-25 02:52:18.595416
104,248,5,2025-04-20 02:52:18.595416
674,208,2,2025-08-31 02:52:18.595416
897,5,4,2025-09-12 02:52:18.595416
87,112,4,2024-11-22 02:52:18.595416
686,114,3,2025-04-09 02:52:18.595416
648,225,2,2025-02-03 02:52:18.595416
89,231,5,2025-01-14 02:52:18.595416
635,170,4,2025-01-12 02:52:18.595416
333,59,4,2025-08-08 02:52:18.595416
861,203,5,2025-03-23 02:52:18.595416
514,143,3,2024-11-22 02:52:18.595416
468,292,2,2025-08-21 02:52:18.595416
609,297,5,2025-09-28 02:52:18.595416
393,169,3,2025-04-05 02:52:18.595416
234,142,5,2025-07-12 02:52:18.595416
249,220,1,2025-08-04 02:52:18.595416
447,114,4,2025-05-01 02:52:18.595416
141,132,3,2025-09-19 02:52:18.595416
295,34,2,2025-04-15 02:52:18.595416
361,115,3,2025-09-19 02:52:18.595416
521,190,1,2025-04-16 02:52:18.595416
52,235,4,2025-02-10 02:52:18.595416
269,132,4,2024-11-21 02:52:18.595416
47,252,4,2024-11-16 02:52:18.595416
836,156,2,2025-10-24 02:52:18.595416
351,47,1,2025-10-27 02:52:18.595416
775,277,1,2025-05-24 02:52:18.595416
820,57,2,2025-05-15 02:52:18.595416
235,279,3,2025-08-15 02:52:18.595416
204,44,5,2024-12-01 02:52:18.595416
593,120,1,2024-12-22 02:52:18.595416
786,264,1,2024-12-05 02:52:18.595416
615,250,2,2025-07-26 02:52:18.595416
438,286,2,2025-05-19 02:52:18.596466
249,62,4,2025-03-21 02:52:18.596466
64,50,3,2025-01-21 02:52:18.596466
561,176,2,2025-08-07 02:52:18.596466
755,258,2,2025-01-03 02:52:18.596466
450,293,4,2025-05-30 02:52:18.596466
847,184,1,2025-03-07 02:52:18.596466
206,160,4,2025-02-28 02:52:18.596466
906,196,1,2025-07-21 02:52:18.596466
806,213,3,2025-10-05 02:52:18.596466
21,142,4,2025-08-25 02:52:18.596466
771,157,1,2025-09-08 02:52:18.596466
313,238,2,2025-06-12 02:52:18.596466
441,110,3,2025-09-21 02:52:18.596466
835,48,2,2025-07-18 02:52:18.596466
504,3,4,2025-09-12 02:52:18.596466
554,84,4,2025-03-25 02:52:18.596466
787,57,5,2025-07-15 02:52:18.596466
143,204,5,2025-02-19 02:52:18.596466
666,286,3,2024-12-06 02:52:18.596466
944,135,2,2025-01-22 02:52:18.596466
416,290,5,2025-04-15 02:52:18.596466
228,115,2,2025-02-24 02:52:18.596466
103,244,4,2025-01-13 02:52:18.596466
171,94,5,2025-04-12 02:52:18.596466
483,148,2,2024-12-21 02:52:18.596466
555,149,3,2025-07-07 02:52:18.596466
555,101,2,2025-05-19 02:52:18.596466
62,133,1,2024-12-27 02:52:18.596466
58,280,4,2025-03-30 02:52:18.596466
163,265,3,2025-08-06 02:52:18.596466
577,112,3,2025-05-07 02:52:18.596466
387,14,2,2025-07-26 02:52:18.596466
93,146,1,2025-04-27 02:52:18.596466
635,140,1,2025-01-08 02:52:18.596466
358,107,3,2024-11-22 02:52:18.596466
675,225,4,2024-11-05 02:52:18.596466
747,217,2,2025-03-06 02:52:18.596466
541,94,5,2025-10-13 02:52:18.596466
609,123,5,2025-05-25 02:52:18.596466
385,48,3,2025-02-08 02:52:18.596466
683,15,4,2025-09-20 02:52:18.596466
963,222,5,2025-04-09 02:52:18.596466
175,13,5,2025-05-22 02:52:18.596466
36,178,3,2025-05-26 02:52:18.596466
22,186,2,2025-01-30 02:52:18.596466
236,87,4,2025-08-24 02:52:18.596466
202,180,5,2024-11-17 02:52:18.596466
525,158,4,2024-12-21 02:52:18.596466
549,179,1,2025-03-02 02:52:18.596466
280,162,1,2025-09-15 02:52:18.596466
571,218,2,2024-12-16 02:52:18.596466
902,92,3,2025-07-09 02:52:18.596466
733,7,2,2025-06-17 02:52:18.596466
579,187,3,2024-11-04 02:52:18.596466
11,10,5,2025-08-21 02:52:18.596466
415,57,2,2025-08-25 02:52:18.596466
412,114,2,2025-10-18 02:52:18.596466
440,4,4,2024-12-09 02:52:18.596466
661,58,3,2025-01-07 02:52:18.596466
756,33,3,2024-12-19 02:52:18.596466
642,228,1,2024-11-19 02:52:18.596466
160,169,2,2025-10-02 02:52:18.596466
618,232,4,2025-03-24 02:52:18.597473
496,21,2,2024-11-24 02:52:18.597473
154,232,1,2025-04-05 02:52:18.597473
523,90,4,2025-04-17 02:52:18.597473
927,22,3,2025-04-16 02:52:18.597473
633,197,3,2025-02-14 02:52:18.597473
694,290,4,2025-06-14 02:52:18.597473
406,164,3,2024-11-12 02:52:18.597473
935,195,3,2024-11-28 02:52:18.597473
2,86,1,2025-10-14 02:52:18.597473
851,140,5,2025-10-13 02:52:18.597473
823,192,2,2025-09-20 02:52:18.597473
337,152,2,2025-09-18 02:52:18.597473
224,63,5,2025-09-12 02:52:18.597473
243,25,1,2024-11-07 02:52:18.597473
101,71,1,2025-05-17 02:52:18.597473
68,156,3,2025-06-01 02:52:18.597473
555,289,4,2025-06-30 02:52:18.597473
152,41,1,2025-02-27 02:52:18.597473
359,40,4,2025-04-24 02:52:18.597473
742,107,3,2025-10-23 02:52:18.597473
368,199,4,2025-09-18 02:52:18.597473
814,204,1,2025-01-08 02:52:18.597473
470,36,2,2025-03-13 02:52:18.597473
318,280,3,2025-09-24 02:52:18.597473
331,56,5,2024-11-20 02:52:18.597473
18,267,2,2025-07-05 02:52:18.597473
43,22,5,2025-06-26 02:52:18.597473
662,253,4,2025-03-16 02:52:18.597473
585,254,1,2025-05-23 02:52:18.597473
215,24,5,2025-10-15 02:52:18.597473
862,138,5,2025-07-21 02:52:18.597473
182,77,1,2024-11-22 02:52:18.597473
501,61,4,2025-05-12 02:52:18.597473
624,207,3,2025-06-24 02:52:18.597473
148,216,4,2025-04-13 02:52:18.597473
615,184,3,2025-02-18 02:52:18.597473
630,112,3,2025-03-08 02:52:18.597473
197,68,4,2025-08-12 02:52:18.597473
108,67,4,2025-04-06 02:52:18.597473
597,265,2,2025-08-10 02:52:18.597473
920,258,5,2024-11-26 02:52:18.597473
898,240,2,2025-10-02 02:52:18.597473
528,274,3,2025-03-11 02:52:18.597473
69,41,4,2025-07-22 02:52:18.597473
286,180,4,2025-09-05 02:52:18.597473
217,84,5,2025-07-31 02:52:18.597473
545,45,4,2025-07-14 02:52:18.597473
754,237,5,2025-02-20 02:52:18.597473
269,141,4,2025-07-02 02:52:18.597473
865,230,4,2024-11-13 02:52:18.597473
645,131,4,2025-10-15 02:52:18.597473
53,294,2,2025-10-08 02:52:18.597473
602,95,5,2024-12-08 02:52:18.597473
258,258,1,2025-09-15 02:52:18.597473
50,125,4,2025-04-20 02:52:18.597473
250,10,1,2025-08-23 02:52:18.597473
761,234,5,2025-04-14 02:52:18.597473
741,173,2,2025-08-25 02:52:18.597473
904,261,1,2024-11-14 02:52:18.597473
309,130,5,2025-07-17 02:52:18.597473
837,281,1,2025-09-13 02:52:18.598471
502,9,3,2024-11-03 02:52:18.598471
662,71,5,2025-09-05 02:52:18.598471
736,237,5,2025-02-24 02:52:18.598471
364,23,1,2025-07-03 02:52:18.598471
524,180,5,2025-02-22 02:52:18.598471
697,103,3,2025-02-15 02:52:18.598471
213,67,4,2025-04-03 02:52:18.598471
178,291,1,2025-08-28 02:52:18.598471
229,88,5,2025-01-17 02:52:18.598471
380,117,2,2025-08-19 02:52:18.598471
712,24,1,2025-10-23 02:52:18.598471
526,108,4,2025-05-22 02:52:18.598471
77,52,1,2025-01-25 02:52:18.598471
36,234,2,2024-11-13 02:52:18.598471
98,269,4,2025-02-02 02:52:18.598471
840,52,5,2024-12-28 02:52:18.598471
982,29,1,2025-10-11 02:52:18.598471
20,6,5,2025-05-14 02:52:18.598471
616,40,4,2025-08-05 02:52:18.598471
36,87,3,2025-03-22 02:52:18.598471
41,7,3,2025-01-12 02:52:18.598471
526,17,2,2025-01-03 02:52:18.598471
758,142,2,2024-12-11 02:52:18.598471
479,96,1,2025-08-16 02:52:18.598471
420,157,4,2025-01-24 02:52:18.598471
254,259,4,2025-07-11 02:52:18.598471
717,55,3,2025-07-13 02:52:18.598471
413,175,3,2025-09-10 02:52:18.598471
376,141,2,2024-12-18 02:52:18.598471
55,191,1,2024-11-04 02:52:18.598471
851,6,2,2025-08-06 02:52:18.598471
961,256,1,2025-01-01 02:52:18.598471
675,187,2,2024-11-14 02:52:18.598471
680,56,4,2025-04-25 02:52:18.598471
310,172,5,2025-10-01 02:52:18.598471
663,293,2,2025-10-31 02:52:18.598471
501,43,2,2025-06-23 02:52:18.598471
790,200,1,2025-07-12 02:52:18.598471
341,182,5,2024-11-04 02:52:18.598471
726,211,4,2025-04-04 02:52:18.598471
165,55,4,2025-10-09 02:52:18.598471
908,155,5,2025-01-19 02:52:18.598471
599,192,1,2025-02-23 02:52:18.598471
276,170,3,2025-09-16 02:52:18.598471
217,123,2,2025-01-17 02:52:18.598471
223,271,5,2025-07-26 02:52:18.598471
506,197,2,2025-07-01 02:52:18.598471
437,200,2,2025-10-31 02:52:18.598471
459,4,1,2025-06-24 02:52:18.598471
994,81,5,2025-04-02 02:52:18.598471
326,279,2,2025-06-09 02:52:18.598471
588,70,4,2025-09-10 02:52:18.598471
223,25,2,2025-04-03 02:52:18.598471
317,127,5,2025-09-22 02:52:18.598471
790,133,4,2025-02-28 02:52:18.598471
836,23,4,2024-12-28 02:52:18.598471
714,116,1,2025-02-07 02:52:18.598471
807,99,2,2025-07-29 02:52:18.598471
354,255,4,2024-12-23 02:52:18.598471
603,233,3,2025-05-08 02:52:18.598471
178,9,2,2025-01-10 02:52:18.598471
113,112,5,2025-04-05 02:52:18.598471
293,215,4,2025-07-06 02:52:18.598471
567,146,3,2025-05-07 02:52:18.598471
560,150,3,2025-07-13 02:52:18.598471
943,48,2,2025-03-08 02:52:18.598471
247,21,3,2024-11-17 02:52:18.598471
997,270,2,2025-09-06 02:52:18.598471
259,260,1,2025-03-30 02:52:18.598471
350,277,5,2025-03-24 02:52:18.598471
88,55,2,2025-10-25 02:52:18.599620
383,13,4,2024-11-05 02:52:18.599620
360,210,5,2025-06-17 02:52:18.599620
747,232,1,2024-12-30 02:52:18.599620
194,180,2,2025-08-13 02:52:18.599620
533,291,5,2025-07-01 02:52:18.599620
907,87,2,2024-11-17 02:52:18.599620
153,290,1,2025-06-24 02:52:18.599620
489,21,3,2025-10-04 02:52:18.599620
917,281,2,2024-11-08 02:52:18.599620
318,127,4,2024-12-11 02:52:18.599620
507,167,2,2025-01-25 02:52:18.599620
156,260,2,2025-06-09 02:52:18.599620
565,236,4,2024-11-14 02:52:18.599620
525,77,5,2025-09-07 02:52:18.599620
424,138,3,2025-02-03 02:52:18.599620
674,281,4,2025-07-23 02:52:18.599620
413,156,3,2025-05-03 02:52:18.599620
491,113,5,2025-10-22 02:52:18.599620
41,101,5,2025-01-13 02:52:18.599620
631,234,4,2025-08-03 02:52:18.599620
736,240,3,2025-06-24 02:52:18.599620
947,47,2,2025-01-04 02:52:18.599620
136,268,2,2025-05-08 02:52:18.599620
185,34,3,2024-11-24 02:52:18.599620
226,203,5,2025-09-23 02:52:18.599620
793,233,5,2024-12-10 02:52:18.599620
992,112,1,2025-07-08 02:52:18.599620
337,257,4,2025-09-21 02:52:18.599620
599,275,3,2025-01-15 02:52:18.599620
584,95,3,2025-01-26 02:52:18.599620
942,271,2,2025-03-02 02:52:18.599620
64,153,2,2025-10-16 02:52:18.599620
232,172,1,2025-09-19 02:52:18.599620
932,189,5,2025-10-31 02:52:18.599620
820,289,1,2025-01-29 02:52:18.599620
677,242,4,2025-07-12 02:52:18.599620
52,64,1,2025-10-20 02:52:18.599620
906,224,4,2025-10-18 02:52:18.599620
679,217,3,2024-12-03 02:52:18.599620
111,216,2,2025-04-09 02:52:18.599620
945,191,5,2025-06-10 02:52:18.599620
531,168,4,2025-06-14 02:52:18.599620
948,115,2,2025-02-24 02:52:18.599620
913,233,1,2025-02-08 02:52:18.599620
20,150,5,2025-03-18 02:52:18.599620
934,250,1,2025-04-09 02:52:18.599620
627,76,3,2025-01-28 02:52:18.599620
428,226,4,2025-08-23 02:52:18.599620
641,240,3,2025-10-20 02:52:18.599620
940,113,3,2024-11-23 02:52:18.599620
778,167,4,2025-10-10 02:52:18.599620
602,65,1,2025-04-12 02:52:18.599620
48,212,1,2025-04-29 02:52:18.599620
424,271,5,2025-06-15 02:52:18.599620
15,183,5,2025-05-23 02:52:18.599620
29,216,4,2025-03-29 02:52:18.599620
5,210,5,2025-10-15 02:52:18.599620
280,17,2,2025-07-27 02:52:18.599620
560,223,4,2025-02-27 02:52:18.599620
460,244,5,2025-09-06 02:52:18.599620
859,293,3,2024-11-23 02:52:18.599620
413,224,2,2025-06-20 02:52:18.599620
541,78,1,2025-07-05 02:52:18.599620
697,182,2,2025-04-03 02:52:18.599620
896,198,3,2025-10-01 02:52:18.600652
102,235,5,2025-09-30 02:52:18.600652
362,130,1,2025-05-15 02:52:18.600652
277,254,3,2025-10-27 02:52:18.600652
854,273,4,2025-09-05 02:52:18.600652
984,149,4,2025-03-06 02:52:18.600652
238,32,5,2025-03-03 02:52:18.600652
808,202,4,2025-06-03 02:52:18.600652
365,128,1,2025-02-13 02:52:18.600652
329,287,1,2025-04-07 02:52:18.600652
106,19,4,2024-11-07 02:52:18.600652
465,208,1,2025-08-22 02:52:18.600652
417,204,3,2024-12-16 02:52:18.600652
140,223,5,2024-11-26 02:52:18.600652
884,256,4,2025-07-01 02:52:18.600652
82,191,4,2025-01-31 02:52:18.600652
525,290,3,2025-02-03 02:52:18.600652
289,242,2,2025-07-09 02:52:18.600652
410,241,1,2024-12-26 02:52:18.600652
991,189,3,2025-02-19 02:52:18.600652
865,61,2,2025-05-06 02:52:18.600652
201,22,2,2025-01-07 02:52:18.600652
251,264,1,2025-08-15 02:52:18.600652
818,122,1,2025-06-13 02:52:18.600652
872,66,1,2025-07-14 02:52:18.600652
939,259,5,2024-12-24 02:52:18.600652
559,166,3,2025-04-03 02:52:18.600652
685,138,1,2025-05-25 02:52:18.600652
557,173,1,2025-06-07 02:52:18.600652
81,28,1,2025-08-12 02:52:18.600652
647,186,1,2025-02-25 02:52:18.600652
55,253,5,2025-02-13 02:52:18.600652
274,257,1,2025-09-13 02:52:18.600652
517,221,3,2025-08-24 02:52:18.600652
457,103,3,2024-12-08 02:52:18.600652
736,51,5,2024-12-08 02:52:18.600652
65,173,5,2025-02-19 02:52:18.600652
143,132,3,2025-09-30 02:52:18.600652
488,287,1,2025-06-27 02:52:18.600652
792,151,5,2025-09-30 02:52:18.600652
763,176,3,2025-09-12 02:52:18.600652
813,189,3,2024-12-24 02:52:18.600652
50,259,4,2025-05-07 02:52:18.600652
198,208,5,2025-04-10 02:52:18.600652
435,210,3,2024-12-16 02:52:18.600652
41,107,2,2025-07-30 02:52:18.600652
379,111,4,2025-01-25 02:52:18.600652
219,30,1,2025-03-17 02:52:18.600652
590,35,4,2025-05-28 02:52:18.600652
446,172,3,2025-05-09 02:52:18.600652
719,83,1,2025-04-21 02:52:18.600652
427,231,2,2024-12-26 02:52:18.600652
607,297,4,2025-04-03 02:52:18.600652
949,191,5,2025-02-24 02:52:18.600652
76,178,2,2025-06-05 02:52:18.600652
687,60,5,2025-04-23 02:52:18.600652
203,34,5,2025-04-01 02:52:18.600652
712,221,3,2025-03-09 02:52:18.600652
743,194,4,2025-06-13 02:52:18.600652
873,45,4,2025-06-30 02:52:18.600652
758,262,1,2025-01-20 02:52:18.600652
107,298,4,2024-11-13 02:52:18.600652
89,167,2,2025-02-26 02:52:18.600652
222,217,2,2025-10-21 02:52:18.601665
94,74,5,2025-10-19 02:52:18.601665
406,296,1,2025-08-12 02:52:18.601665
124,4,5,2025-06-21 02:52:18.601665
450,50,1,2025-10-16 02:52:18.601665
891,183,1,2025-04-20 02:52:18.601665
147,151,2,2025-09-30 02:52:18.601665
105,56,3,2025-08-19 02:52:18.601665
916,185,2,2025-05-09 02:52:18.601665
216,181,5,2024-11-24 02:52:18.601665
316,260,3,2025-09-20 02:52:18.601665
42,52,3,2025-06-15 02:52:18.601665
33,41,5,2025-06-19 02:52:18.601665
14,91,5,2025-03-21 02:52:18.601665
981,20,1,2025-07-18 02:52:18.601665
431,269,4,2025-06-04 02:52:18.601665
488,295,5,2025-03-11 02:52:18.601665
194,195,3,2024-11-13 02:52:18.601665
558,253,4,2024-12-30 02:52:18.601665
2,20,5,2025-05-12 02:52:18.601665
421,176,3,2025-10-31 02:52:18.601665
653,116,1,2024-12-27 02:52:18.601665
902,169,1,2025-01-20 02:52:18.601665
203,281,2,2025-07-31 02:52:18.601665
842,107,2,2024-12-20 02:52:18.601665
497,40,2,2025-03-04 02:52:18.601665
276,270,1,2025-03-25 02:52:18.601665
174,10,3,2025-04-17 02:52:18.601665
174,125,5,2025-02-04 02:52:18.601665
773,199,4,2025-11-01 02:52:18.601665
106,23,5,2025-10-07 02:52:18.601665
650,32,5,2025-06-07 02:52:18.601665
318,246,4,2025-06-28 02:52:18.601665
354,84,5,2025-06-18 02:52:18.601665
867,81,1,2025-04-26 02:52:18.601665
108,217,3,2025-06-08 02:52:18.601665
268,260,1,2025-09-29 02:52:18.601665
870,102,5,2025-10-16 02:52:18.601665
946,234,5,2025-09-14 02:52:18.601665
608,251,4,2025-04-15 02:52:18.601665
905,214,5,2025-09-27 02:52:18.601665
237,121,3,2025-03-16 02:52:18.601665
638,238,3,2025-09-19 02:52:18.601665
659,42,4,2025-03-04 02:52:18.601665
280,135,5,2025-06-19 02:52:18.601665
797,62,2,2025-07-20 02:52:18.601665
681,206,4,2025-02-10 02:52:18.601665
764,12,2,2024-11-15 02:52:18.601665
480,41,2,2025-10-20 02:52:18.601665
842,138,4,2025-10-17 02:52:18.601665
974,267,1,2025-07-26 02:52:18.601665
100,248,5,2025-02-15 02:52:18.601665
707,12,1,2024-11-04 02:52:18.601665
694,288,3,2025-09-30 02:52:18.601665
573,191,4,2025-10-15 02:52:18.601665
247,175,5,2025-09-13 02:52:18.601665
392,270,3,2025-08-18 02:52:18.601665
689,169,1,2025-02-25 02:52:18.601665
370,147,3,2024-11-13 02:52:18.601665
590,122,5,2025-04-16 02:52:18.601665
312,208,1,2025-10-12 02:52:18.601665
774,257,4,2025-05-28 02:52:18.601665
200,112,3,2024-11-09 02:52:18.601665
529,168,5,2025-01-12 02:52:18.601665
430,90,3,2025-02-18 02:52:18.601665
80,181,5,2025-08-24 02:52:18.602686
507,56,4,2025-08-06 02:52:18.602686
49,131,5,2025-01-06 02:52:18.602686
105,167,2,2025-08-15 02:52:18.602686
834,71,5,2025-03-28 02:52:18.602686
693,67,3,2025-06-19 02:52:18.602686
113,13,3,2025-01-13 02:52:18.602686
371,123,5,2025-05-26 02:52:18.602686
265,7,3,2025-06-01 02:52:18.602686
163,28,2,2025-02-06 02:52:18.602686
757,108,1,2025-01-15 02:52:18.602686
350,66,4,2025-09-27 02:52:18.602686
606,86,5,2025-07-31 02:52:18.602686
464,227,4,2024-11-17 02:52:18.602686
329,255,2,2025-02-18 02:52:18.602686
112,171,3,2025-01-28 02:52:18.602686
301,216,5,2025-09-02 02:52:18.602686
332,29,5,2025-06-16 02:52:18.602686
81,43,4,2025-08-11 02:52:18.602686
470,173,1,2025-04-06 02:52:18.602686
798,295,4,2025-01-25 02:52:18.602686
43,125,2,2025-03-29 02:52:18.602686
705,291,1,2025-03-31 02:52:18.602686
351,195,4,2025-04-01 02:52:18.602686
789,130,5,2025-07-01 02:52:18.602686
640,169,2,2025-10-29 02:52:18.602686
317,25,3,2025-03-09 02:52:18.602686
1,242,1,2025-09-28 02:52:18.602686
804,32,1,2025-09-18 02:52:18.602686
23,101,1,2024-12-15 02:52:18.602686
137,187,4,2025-09-04 02:52:18.602686
959,293,5,2024-12-20 02:52:18.602686
847,246,3,2024-12-27 02:52:18.602686
535,214,1,2025-08-03 02:52:18.602686
563,149,3,2025-10-14 02:52:18.602686
315,67,1,2025-07-09 02:52:18.602686
754,90,2,2025-08-06 02:52:18.602686
156,62,5,2025-02-01 02:52:18.602686
673,32,2,2025-06-13 02:52:18.602686
517,188,5,2025-03-30 02:52:18.602686
133,25,2,2025-01-18 02:52:18.602686
238,86,1,2025-07-09 02:52:18.602686
714,57,1,2025-08-12 02:52:18.602686
200,62,2,2024-11-08 02:52:18.602686
934,85,1,2025-03-06 02:52:18.602686
201,7,3,2025-08-30 02:52:18.602686
71,220,3,2025-08-03 02:52:18.602686
934,46,5,2025-03-06 02:52:18.602686
106,205,4,2025-02-05 02:52:18.602686
251,226,1,2025-01-21 02:52:18.602686
254,72,5,2025-01-12 02:52:18.602686
856,297,1,2025-07-07 02:52:18.602686
716,200,3,2025-01-14 02:52:18.602686
17,169,5,2024-11-13 02:52:18.602686
756,6,2,2025-07-30 02:52:18.602686
484,14,4,2025-09-29 02:52:18.602686
444,281,3,2025-07-10 02:52:18.602686
694,132,1,2024-12-08 02:52:18.602686
976,219,5,2025-08-09 02:52:18.602686
477,98,1,2025-01-11 02:52:18.602686
813,217,2,2025-02-28 02:52:18.602686
427,265,2,2025-09-22 02:52:18.602686
90,58,5,2025-03-12 02:52:18.602686
996,88,3,2025-02-06 02:52:18.603700
203,171,4,2025-07-31 02:52:18.603700
516,144,3,2025-10-17 02:52:18.603700
205,220,4,2025-06-16 02:52:18.603700
66,48,1,2024-11-12 02:52:18.603700
412,250,5,2025-10-16 02:52:18.603700
268,163,4,2025-06-06 02:52:18.603700
295,222,5,2025-04-13 02:52:18.603700
716,145,4,2024-12-13 02:52:18.603700
998,225,5,2025-05-04 02:52:18.603700
755,29,1,2025-09-14 02:52:18.603700
624,44,4,2025-09-30 02:52:18.603700
157,225,1,2025-06-29 02:52:18.603700
213,182,1,2025-04-28 02:52:18.603700
570,17,4,2025-09-19 02:52:18.603700
572,89,4,2025-09-08 02:52:18.603700
837,230,1,2025-06-27 02:52:18.603700
88,298,4,2025-06-12 02:52:18.603700
122,95,5,2025-03-26 02:52:18.603700
754,66,3,2024-11-26 02:52:18.603700
721,139,5,2025-08-15 02:52:18.603700
652,100,2,2025-01-11 02:52:18.603700
427,197,1,2025-10-04 02:52:18.603700
464,5,3,2025-03-12 02:52:18.603700
658,278,2,2025-04-04 02:52:18.603700
870,121,2,2025-07-01 02:52:18.603700
211,116,4,2025-05-06 02:52:18.603700
897,241,3,2025-09-07 02:52:18.603700
498,113,4,2024-11-10 02:52:18.603700
567,9,5,2024-11-26 02:52:18.603700
164,18,3,2025-07-28 02:52:18.603700
836,47,2,2025-07-02 02:52:18.603700
546,133,3,2025-01-07 02:52:18.603700
272,247,1,2025-02-07 02:52:18.603700
723,120,3,2025-01-22 02:52:18.603700
28,23,1,2025-08-20 02:52:18.603700
373,76,4,2025-02-17 02:52:18.603700
574,239,4,2024-12-14 02:52:18.603700
896,285,2,2025-01-02 02:52:18.603700
452,41,2,2025-08-13 02:52:18.603700
186,212,3,2024-12-22 02:52:18.603700
178,112,5,2024-11-07 02:52:18.603700
774,168,3,2025-04-12 02:52:18.603700
973,7,1,2025-04-29 02:52:18.603700
904,151,4,2025-01-19 02:52:18.603700
866,12,1,2025-06-28 02:52:18.603700
101,203,4,2025-01-19 02:52:18.603700
971,187,3,2025-03-26 02:52:18.603700
106,82,3,2025-10-14 02:52:18.603700
117,77,5,2025-02-11 02:52:18.603700
334,192,3,2025-10-18 02:52:18.603700
886,194,4,2025-01-02 02:52:18.603700
137,40,4,2025-05-11 02:52:18.603700
239,29,3,2025-06-17 02:52:18.603700
862,119,2,2025-09-27 02:52:18.603700
764,193,3,2025-08-18 02:52:18.603700
316,200,5,2025-01-16 02:52:18.603700
465,221,1,2025-02-16 02:52:18.603700
722,294,4,2025-06-20 02:52:18.603700
